,Job Title,Job Company,Job Location,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue,Level,Minimum,Maximum,Currency,Category,Company ,Role
117,"Staff Data Scientist, Virtual HQ - Slack",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,142000.0,142000.0,USD,Data Science,,Data Science
118,Head of Messaging & Experience Data Science,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,83000.0,193000.0,USD,Data Science,,Data Science
119,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
120,Senior Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,113000.0,191000.0,USD,Data Science,,Data Analyst
121,"Data Scientist, Supply",Wish,"San Francisco, CA",3.6,109,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),Normal,103000.0,184000.0,USD,Data Science,,Data Science
122,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
123,Machine Learning Engineer,Amazon.com Services LLC,"San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,96000.0,180000.0,USD,Data Science,,Machine Learning
124,Machine Learning Engineer,Bolt,"San Francisco, CA",4.7,99,51 to 200 Employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,87000.0,167000.0,USD,Data Science,,Machine Learning
125,Data Science Engineer,Wayfair,"San Francisco, CA",3.4,1938,10000+ Employees,2002,Company - Public,Home Furniture & Housewares Stores,Retail,$5 to $10 billion (USD),Normal,90000.0,160000.0,USD,Data Science,,Data Engineer
126,Machine Learning Engineer,DocuSign,"San Francisco, CA",4.4,1139,5001 to 10000 Employees,2003,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Normal,109000.0,196000.0,USD,Data Science,,Machine Learning
127,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
128,Head of Machine Learning,Sony Interactive Entertainment PlayStation,"San Francisco, CA",3.9,100,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),Normal,108000.0,237000.0,USD,Data Science,,Machine Learning
129,"Senior Data Scientist, Slack Connect",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Senior,122000.0,122000.0,USD,Data Science,,Data Science
130,Data Scientist,PocketPills,"San Francisco, CA",3.7,0,51 to 200 Employees,2018,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Normal,111000.0,208000.0,USD,Data Science,,Data Science
131,Machine Learning Engineer,Tinder,"San Francisco, CA",3.5,1,201 to 500 Employees,2012,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Normal,94000.0,191000.0,USD,Data Science,,Machine Learning
132,Genomics Staff Data Scientist,Lawrence Berkeley National Laboratory,"San Francisco, CA",4.0,104,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD),Normal,94000.0,170000.0,USD,Data Science,,Data Science
133,Principal Data Scientist - Match Recommendations,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,223000.0,324000.0,USD,Data Science,,Data Science
134,Senior Machine Learning Engineer,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,107000.0,198000.0,USD,Data Science,,Machine Learning
135,Senior Data Science Manager - Internal Platforms Science,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,179000.0,259000.0,USD,Data Science,,Data Science
136,Data Scientist,TEKsystems,"Martinez, CA",4.0,1812,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Normal,166400.0,166400.0,USD,Data Science,,Data Science
137,Senior Machine Learning Engineer/Scientist,"TuSimple, Inc.","San Francisco, CA",4.3,22,201 to 500 Employees,2015,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Senior,116000.0,199000.0,USD,Data Science,,Machine Learning
138,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,140000.0,180000.0,USD,Data Science,,Data Science
139,Senior Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,170000.0,190000.0,USD,Data Science,,Data Engineer
140,"Postdoctoral Scholar - Data Science Program, School of Information",Excelon Associates,"Berkeley, CA",4.8,1,1 to 50 Employees,2007,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,60000.0,65000.0,USD,Data Science,,Data Science
141,Director of Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,180000.0,220000.0,USD,Data Science,,Data Science
142,"Staff Data Scientist, Virtual HQ - Slack",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,142000.0,142000.0,USD,Data Science,,Data Science
143,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
144,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
145,Head of Messaging & Experience Data Science,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,83000.0,193000.0,USD,Data Science,,Data Science
146,Senior Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,113000.0,191000.0,USD,Data Science,,Data Analyst
147,"Machine Learning Engineer, Ads Marketplace",Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Normal,96000.0,198000.0,USD,Data Science,,Machine Learning
148,"Data Scientist, Infrastructure",Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Normal,120000.0,218000.0,USD,Data Science,,Data Science
149,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
150,"Senior Data Scientist, Slack Connect",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Senior,122000.0,122000.0,USD,Data Science,,Data Science
151,"Data Scientist, Supply",Wish,"San Francisco, CA",3.6,109,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),Normal,103000.0,184000.0,USD,Data Science,,Data Science
152,Head of Machine Learning,Sony Interactive Entertainment PlayStation,"San Francisco, CA",3.9,100,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),Normal,108000.0,237000.0,USD,Data Science,,Machine Learning
153,Data Science Engineer,Wayfair,"San Francisco, CA",3.4,1938,10000+ Employees,2002,Company - Public,Home Furniture & Housewares Stores,Retail,$5 to $10 billion (USD),Normal,90000.0,160000.0,USD,Data Science,,Data Engineer
154,Machine Learning Engineer,Bolt,"San Francisco, CA",4.7,99,51 to 200 Employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Normal,87000.0,167000.0,USD,Data Science,,Machine Learning
155,"Data Scientist, Growth Analytics",The Yes,"San Francisco, CA",5.0,4,1 to 50 Employees,2018,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Normal,68000.0,140000.0,USD,Data Science,,Data Analyst
156,"Developer Relations Engineer, Team Lead, Data Analytics",Google,"San Francisco, CA",4.5,4665,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,108000.0,213000.0,USD,Data Science,,Data Engineer
157,"Senior Data Scientist, Analytics & Data",Williams Sonoma,"San Francisco, CA",3.2,1127,10000+ Employees,1956,Company - Public,Home Furniture & Housewares Stores,Retail,$5 to $10 billion (USD),Senior,84000.0,157000.0,USD,Data Science,,Data Analyst
158,Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior,106000.0,182000.0,USD,Data Science,,Data Analyst
159,Genomics Staff Data Scientist,Lawrence Berkeley National Laboratory,"San Francisco, CA",4.4,142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD),Normal,94000.0,170000.0,USD,Data Science,,Data Science
160,Senior Data Scientist - Ads Optimization,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,153000.0,223000.0,USD,Data Science,,Data Science
161,Technical Sourcer - Data Science & Analytics,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,87000.0,167000.0,USD,Data Science,,Data Analyst
162,Senior Machine Learning Engineer,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,107000.0,198000.0,USD,Data Science,,Machine Learning
163,Senior Data Science Manager - Internal Platforms Science,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,179000.0,259000.0,USD,Data Science,,Data Science
164,Data Scientist,TEKsystems,"Martinez, CA",4.0,1812,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Normal,166400.0,166400.0,USD,Data Science,,Data Science
165,Senior Machine Learning Engineer/Scientist,"TuSimple, Inc.","San Francisco, CA",4.3,22,201 to 500 Employees,2015,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Senior,116000.0,199000.0,USD,Data Science,,Machine Learning
166,Senior Data Scientist,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,180000.0,200000.0,USD,Data Science,,Data Science
167,Tech Lead - Data Science,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Senior,200000.0,240000.0,USD,Data Science,,Data Science
168,Data Engineer,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,160000.0,190000.0,USD,Data Science,,Data Engineer
169,Data Scientist,Warman O'Brien,"San Francisco, CA",5.0,0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Normal,120000.0,140000.0,USD,Data Science,,Data Science
170,Manager of Machine Learning,Harnham,"San Francisco, CA",4.0,19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Normal,200000.0,240000.0,USD,Data Science,,Machine Learning
171,"Postdoctoral Scholar - Data Science Program, School of Information",Excelon Associates,"Berkeley, CA",4.8,1,1 to 50 Employees,2007,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Normal,60000.0,65000.0,USD,Data Science,,Data Science
172,"Senior Data Scientist, Machine Learning - Growth",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Senior,93000.0,187000.0,USD,Data Science,,Machine Learning
173,"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,97000.0,189000.0,USD,Data Science,,Data Analyst
174,"Staff Data Scientist, Virtual HQ - Slack",Salesforce,"San Francisco, CA",4.4,3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Normal,142000.0,142000.0,USD,Data Science,,Data Science
175,Senior Data Scientist - Consumer Decision Science,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,136000.0,170000.0,USD,Data Science,,Data Science
176,Head of Messaging & Experience Data Science,Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,83000.0,193000.0,USD,Data Science,,Data Science
177,"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",3.9,229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Normal,99000.0,196000.0,USD,Data Science,,Data Analyst
178,"Staff Data Scientist, Virtual HQ",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Normal,142000.0,142000.0,USD,Data Science,,Data Science
179,Senior Data Scientist - Analytics,"Twitch Interactive, Inc.","San Francisco, CA",3.7,4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,113000.0,191000.0,USD,Data Science,,Data Analyst
180,"Staff Software Engineer, Machine Learning - Search",Discord,"San Francisco, CA",4.6,62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),Normal,119000.0,246000.0,USD,Data Science,,Machine Learning
181,Data Scientist,IDEO,"San Francisco, CA",0.0,0,Unknown,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Normal,92000.0,186000.0,USD,Data Science,,Data Science
182,"Machine Learning Engineer, Ads Marketplace",Pinterest,"San Francisco, CA",4.2,262,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),Normal,96000.0,198000.0,USD,Data Science,,Machine Learning
183,"Senior Data Scientist, Slack Connect",Slack,"San Francisco, CA",4.7,530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,122000.0,122000.0,USD,Data Science,,Data Science
184,Machine Learning Scientist,Glassdoor,"San Francisco, CA",4.0,188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Normal,129000.0,162000.0,USD,Data Science,,Machine Learning
185,Genomics Staff Data Scientist,Lawrence Berkeley National Laboratory,"San Francisco, CA",4.0,104,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD),Normal,94000.0,170000.0,USD,Data Science,,Data Science
186,Senior Data Scientist - Ads Optimization,Indeed,"San Francisco, CA",4.3,703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Senior,153000.0,223000.0,USD,Data Science,,Data Science
187,Technical Sourcer - Data Science & Analytics,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Normal,87000.0,167000.0,USD,Data Science,,Data Analyst
188,Senior Machine Learning Engineer,Uber,"San Francisco, CA",4.0,3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),Senior,107000.0,198000.0,USD,Data Science,,Machine Learning
